s,x_0,p_0,res,arc_err,curv,tangent_cos,sigma_min,tau,bif_flag
5.3689485,-2.1785994,4.7735415,0.05935955,5.9869173e-05,0.09667501,1.0,9.465343,,0
5.378965,-2.1809406,4.783357,0.058568954,4.6487516e-05,0.09752554,0.99999994,9.486149,,0
5.388982,-2.1832826,4.7931604,0.057720184,3.472595e-05,0.098372646,0.99999994,9.507009,,0
5.3989983,-2.1856248,4.802955,0.056824684,2.459983e-05,0.09921594,0.9999999,9.527912,,0
5.409015,-2.1879692,4.8127413,0.05586338,1.6159245e-05,0.10005575,0.9999999,9.548886,,0
5.4190316,-2.1903145,4.822516,0.054841995,9.441723e-06,0.10089146,1.0,9.569918,,0
5.4290485,-2.192661,4.8322806,0.053759575,4.488918e-06,0.1017237,1.0,9.591007,,0
5.439065,-2.1950083,4.8420353,0.052622795,1.3401336e-06,0.102551915,1.0,9.612148,,0
5.449082,-2.1973567,4.85178,0.051425934,3.60169e-08,0.103376105,1.0,9.633348,,0
5.4590983,-2.1997063,4.861512,0.050162315,6.1584e-07,0.10419651,1.0,9.654612,,0
5.4691153,-2.202057,4.8712363,0.048846245,3.120743e-06,0.10501281,1.0,9.675926,,0
5.4791317,-2.2044098,4.8809485,0.047451973,7.587322e-06,0.1058252,1.0,9.697319,,0
5.4891486,-2.2067628,4.890652,0.04601097,1.4060015e-05,0.10663348,0.99999994,9.718754,,0
5.499165,-2.2091181,4.9003434,0.04449272,2.2581884e-05,0.107437424,0.9999999,9.740265,,0
5.509182,-2.2114742,4.910028,0.04292488,3.318669e-05,0.10823737,0.9999998,9.761826,,0
5.5191984,-2.2138314,4.9196963,0.041280746,4.5911416e-05,0.1090333,0.9999999,9.783453,,0
5.5292153,-2.216191,4.9293585,0.039571762,6.0812774e-05,0.109824926,0.9999999,9.80515,,0
5.5392323,-2.2185514,4.939007,0.03779602,7.789753e-05,0.1106123,0.9999999,9.826904,,0
5.5492487,-2.2209136,4.948644,0.035948753,9.72474e-05,0.11139542,0.9999999,9.848728,,0
5.5592656,-2.2232769,4.9582705,0.03404045,0.00011886503,0.11217424,0.99999994,9.870609,,0
5.569282,-2.2256417,4.9678864,0.032060623,0.00014280858,0.11294866,0.99999994,9.892557,,0
5.579299,-2.2280085,4.9774923,0.030013084,0.0001691336,0.11371874,0.99999994,9.914573,,0
5.5893154,-2.2303765,4.987083,0.027888298,0.0001978317,0.11448452,0.9999999,9.936655,,0
5.5993323,-2.2327461,4.9966664,0.025701523,0.00022898494,0.11524581,0.9999999,9.958799,,0
5.609349,-2.2351174,5.0062356,0.023436546,0.0002626044,0.11600259,0.9999999,9.981014,,0
5.6193657,-2.2374907,5.015794,0.021098137,0.00029874407,0.11675503,0.99999994,10.003299,,0
5.629382,-2.2398653,5.025342,0.01869297,0.0003374537,0.11750294,1.0,10.025647,,0
5.639399,-2.242242,5.0348773,0.016206741,0.0003787319,0.11824645,0.99999994,10.048071,,0
5.6494155,-2.2446203,5.0444,0.0136470795,0.00042267056,0.118985236,1.0,10.070561,,0
5.6594324,-2.2470002,5.053914,0.011019707,0.00046929118,0.11971939,0.9999999,10.093116,,0
5.669449,-2.249382,5.063415,0.008313179,0.0005185918,0.12044908,0.9999999,10.115744,,0
5.679466,-2.2517653,5.072902,0.00552845,0.000570639,0.12117411,0.99999994,10.138439,,0
5.6894827,-2.2541506,5.0823774,0.0026664734,0.00062548765,0.12189445,0.9999999,10.161207,,0
5.699499,-2.2565384,5.091841,0.00028133392,0.00068314245,0.12261034,0.9999999,10.184055,,0
5.709516,-2.2589276,5.101295,0.0032949448,0.00074366695,0.12332129,0.9999999,10.206966,,0
5.7195325,-2.2613184,5.1107335,0.0063934326,0.00080706814,0.1240278,0.9999999,10.22995,,0
5.7295494,-2.2637115,5.120161,0.009572029,0.00087343244,0.124729306,0.9999998,10.253008,,0
5.739566,-2.2661064,5.1295757,0.012831688,0.00094271865,0.12542634,0.9999998,10.276138,,0
5.749583,-2.2685032,5.138977,0.016174316,0.0010150251,0.12611859,0.9999999,10.299343,,0
5.759599,-2.2709024,5.148368,0.019598007,0.0010903768,0.12680578,0.9999999,10.322625,,0
5.769616,-2.273304,5.157746,0.023108482,0.0011688297,0.12748848,0.9999998,10.345987,,0
5.7796326,-2.275707,5.167112,0.026695251,0.0012504039,0.12816618,0.9999998,10.369415,,0
5.7896495,-2.2781122,5.1764636,0.030370712,0.0013350912,0.128839,0.9999999,10.392921,,0
5.799666,-2.2805195,5.1858025,0.03413105,0.0014229531,0.1295072,0.9999999,10.416504,,0
5.809683,-2.282929,5.1951303,0.037974358,0.0015140555,0.13017039,0.9999999,10.440163,,0
5.8196993,-2.2853403,5.204444,0.04190445,0.0016083285,0.13082893,0.9999998,10.463897,,0
5.829716,-2.287754,5.213743,0.045928,0.0017059705,0.13148236,0.9999999,10.487713,,0
5.839733,-2.2901707,5.223032,0.05003929,0.001806961,0.13213101,0.9999999,10.511613,,0
5.8497496,-2.2925885,5.2323065,0.054232597,0.0019112305,0.13277462,0.9999998,10.535579,,0
5.8597665,-2.2950091,5.241568,0.058520317,0.0020188906,0.13341346,0.99999976,10.559633,,0
5.869783,-2.2974315,5.2508173,0.06289101,0.0021299683,0.13404725,0.99999976,10.583757,,0
5.8798,-2.2998571,5.260055,0.06735802,0.0022445566,0.13467604,0.9999997,10.607973,,0
5.8898163,-2.302284,5.269275,0.07191563,0.0023625933,0.13529979,0.99999976,10.632259,,0
5.899833,-2.3047137,5.278484,0.076566696,0.002484112,0.13591884,0.9999998,10.656633,,0
5.9098496,-2.307145,5.287679,0.08130264,0.0026092262,0.13653266,0.9999998,10.681076,,0
5.9198666,-2.3095798,5.296859,0.08614731,0.0027378318,0.13714181,0.9999999,10.705617,,0
5.929883,-2.3120165,5.3060274,0.09107685,0.0028701187,0.13774565,0.9999998,10.730233,,0
5.9399,-2.314456,5.315183,0.09610367,0.0030060625,0.13834459,0.99999976,10.754936,,0
5.9499164,-2.3168972,5.3243227,0.1012249,0.0031455462,0.13893871,0.9999997,10.779716,,0
5.9599333,-2.319341,5.333452,0.10643482,0.0032889107,0.13952748,0.99999976,10.804575,,0
5.9699497,-2.3217874,5.342563,0.11175537,0.0034358613,0.14011136,0.9999998,10.829525,,0
5.9799666,-2.324236,5.351663,0.117162704,0.003586573,0.14069033,0.9999998,10.854553,,0
5.989983,-2.326688,5.3607483,0.12268448,0.003741125,0.14126398,0.99999976,10.879684,,0
6.0,-2.3291416,5.369819,0.12829208,0.0038994655,0.14183286,0.9999998,10.904882,,0
